team_id,manager_id,manager_name,team,season,week,player_name,player_id,team,position,set_pos,points
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Dejounte Murray,1443,CaptainStrikersMob,PG,BN,62.2
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Devin Booker,1309,CaptainStrikersMob,G,PG,60.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Fred VanVleet,1476,CaptainStrikersMob,G,ANY,56.7
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Giannis Antetokounmpo,1049,CaptainStrikersMob,F,SF,102
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Hassan Whiteside,675,CaptainStrikersMob,C,BN,50.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Justise Winslow,1259,CaptainStrikersMob,PG/F,ANY,59.3
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Kevin Love,285,CaptainStrikersMob,PF/C,PF,68
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Lonzo Ball,1565,CaptainStrikersMob,PG,G,52.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Patrick Beverley,43,CaptainStrikersMob,G,SG/SF,32.3
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Steven Adams,1024,CaptainStrikersMob,C,C,30
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Tim Hardaway,1052,CaptainStrikersMob,SG/SF,SG,14.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Tristan Thompson,757,CaptainStrikersMob,C,PF/C,65.8
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Victor Oladipo,1059,CaptainStrikersMob,G,BN,0
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Dejounte Murray,1443,CaptainStrikersMob,PG,ANY,44.2
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Devin Booker,1309,CaptainStrikersMob,G,SG,51.8
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Frank Kaminsky,1286,CaptainStrikersMob,PF/C,BN,23.8
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Fred VanVleet,1476,CaptainStrikersMob,G,ANY,44.8
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Giannis Antetokounmpo,1049,CaptainStrikersMob,F,SF,80.6
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Hassan Whiteside,675,CaptainStrikersMob,C,C,36.2
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Justise Winslow,1259,CaptainStrikersMob,PG/F,PG,16
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Kevin Love,285,CaptainStrikersMob,PF/C,PF,70.9
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Lonzo Ball,1565,CaptainStrikersMob,PG,G,44.7
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Patrick Beverley,43,CaptainStrikersMob,G,SG/SF,25.4
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Steven Adams,1024,CaptainStrikersMob,C,BN,32
131635,1022568,Captain_Striker,CaptainStrikersMob,20,2,Tristan Thompson,757,CaptainStrikersMob,C,PF/C,56.6
