team_id,manager_id,manager_name,team,season,week,player_name,player_id,player_team,position,set_pos,points
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Darius Garland,1861,CLE,PG,ANY,0
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Dwight Howard,219,LAL,C,BN,38
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Gary Harris,1131,DEN,SG,SG,38.6
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Jeff Teague,435,MIN,PG,BN,50.5
129861,1123329,CaramelThunders,Knights of sweet love,20,2,John Collins,1555,ATL,PF/C,PF,57
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Jonas Valanciunas,758,MEM,C,BN,40
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Josh Hart,1590,NOP,G/SF,SF,0
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Karl-Anthony Towns,1301,MIN,C,C,44.5
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Ricky Rubio,400,PHX,PG,G,45.2
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Shai Gilgeous-Alexander,1703,OKC,G,SG/SF,51.3
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Terry Rozier,1290,CHA,PG,ANY,51
129861,1123329,CaramelThunders,Knights of sweet love,20,2,Trae Young,1722,ATL,PG,PG,0
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Bam Adebayo,1560,MIA,PF/C,PF/C,49.7
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Gary Harris,1131,DEN,SG,SG,24.2
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Isaiah Thomas,810,WAS,PG,BN,28.2
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Jeff Teague,435,MIN,PG,G,26.5
129861,1123329,CaramelThunders,Knights of sweet love,20,3,John Collins,1555,ATL,PF/C,BN,0
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Jonas Valanciunas,758,MEM,C,ANY,37
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Josh Hart,1590,NOP,G/SF,SF,0
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Karl-Anthony Towns,1301,MIN,C,C,76.3
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Otto Porter,1042,CHI,F,PF,44.5
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Ricky Rubio,400,PHX,PG,BN,67.5
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Shai Gilgeous-Alexander,1703,OKC,G,SG/SF,46.8
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Terry Rozier,1290,CHA,PG,ANY,0
129861,1123329,CaramelThunders,Knights of sweet love,20,3,Trae Young,1722,ATL,PG,PG,71.8
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Bam Adebayo,1560,MIA,PF/C,PF/C,28.2
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Gary Harris,1131,DEN,SG,SG,36.5
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Isaiah Thomas,810,WAS,PG,BN,47
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Jarrett Allen,1538,BKN,PF/C,PF,22.5
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Jeff Teague,435,MIN,PG,BN,50
129861,1123329,CaramelThunders,Knights of sweet love,20,4,John Collins,1555,ATL,PF/C,BN,0
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Jonas Valanciunas,758,MEM,C,ANY,58.5
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Karl-Anthony Towns,1301,MIN,C,C,80.2
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Otto Porter,1042,CHI,F,SF,0
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Ricky Rubio,400,PHX,PG,G,68
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Shai Gilgeous-Alexander,1703,OKC,G,SG/SF,25
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Terry Rozier,1290,CHA,PG,ANY,88
129861,1123329,CaramelThunders,Knights of sweet love,20,4,Trae Young,1722,ATL,PG,PG,111
131379,1022565,kevowest,skinny bitches,20,1,Andre Drummond,931,DET,C,PF/C,76.7
131379,1022565,kevowest,skinny bitches,20,1,Collin Sexton,1693,CLE,G,G,36.5
131379,1022565,kevowest,skinny bitches,20,1,DeAndre Jordan,262,BKN,C,ANY,23.7
131379,1022565,kevowest,skinny bitches,20,1,Dennis Smith,1573,NYK,PG,ANY,3.3
131379,1022565,kevowest,skinny bitches,20,1,Ivica Zubac,1460,LAC,C,BN,0
131379,1022565,kevowest,skinny bitches,20,1,Joe Ingles,1218,UTA,SG/F,SG/SF,22.3
131379,1022565,kevowest,skinny bitches,20,1,Markelle Fultz,1543,ORL,G,BN,32.2
131379,1022565,kevowest,skinny bitches,20,1,Michael Porter,1729,DEN,SG/F,BN,0
